manudur,rikisfang,atvinnugrein,fjoldi
2016-02,Erlent ríkisfang,Sorp og veitur,5
2016-03,Erlent ríkisfang,Sorp og veitur,6
2016-04,Erlent ríkisfang,Sorp og veitur,7
2016-05,Erlent ríkisfang,Sorp og veitur,7
2016-06,Erlent ríkisfang,Sorp og veitur,7
2016-07,Erlent ríkisfang,Sorp og veitur,7
2016-08,Erlent ríkisfang,Sorp og veitur,6
2016-09,Erlent ríkisfang,Sorp og veitur,4
2016-10,Erlent ríkisfang,Sorp og veitur,5
2016-11,Erlent ríkisfang,Sorp og veitur,6
2016-12,Erlent ríkisfang,Sorp og veitur,5
2017-01,Erlent ríkisfang,Sorp og veitur,20
2017-02,Erlent ríkisfang,Sorp og veitur,15
2017-03,Erlent ríkisfang,Sorp og veitur,12
2017-04,Erlent ríkisfang,Sorp og veitur,9
2017-05,Erlent ríkisfang,Sorp og veitur,8
2017-06,Erlent ríkisfang,Sorp og veitur,5
2017-07,Erlent ríkisfang,Sorp og veitur,4
2017-08,Erlent ríkisfang,Sorp og veitur,5
2017-09,Erlent ríkisfang,Sorp og veitur,8
2017-10,Erlent ríkisfang,Sorp og veitur,9
2017-11,Erlent ríkisfang,Sorp og veitur,9
2017-12,Erlent ríkisfang,Sorp og veitur,8
2018-01,Erlent ríkisfang,Sorp og veitur,10
2018-02,Erlent ríkisfang,Sorp og veitur,8
2018-03,Erlent ríkisfang,Sorp og veitur,8
2018-04,Erlent ríkisfang,Sorp og veitur,6
2018-05,Erlent ríkisfang,Sorp og veitur,6
2018-06,Erlent ríkisfang,Sorp og veitur,6
2018-07,Erlent ríkisfang,Sorp og veitur,10
2018-08,Erlent ríkisfang,Sorp og veitur,12
2018-09,Erlent ríkisfang,Sorp og veitur,12
2018-10,Erlent ríkisfang,Sorp og veitur,14
2018-11,Erlent ríkisfang,Sorp og veitur,13
2018-12,Erlent ríkisfang,Sorp og veitur,12
2019-01,Erlent ríkisfang,Sorp og veitur,13
2019-02,Erlent ríkisfang,Sorp og veitur,17
2019-03,Erlent ríkisfang,Sorp og veitur,14
2019-04,Erlent ríkisfang,Sorp og veitur,14
2019-05,Erlent ríkisfang,Sorp og veitur,17
2019-06,Erlent ríkisfang,Sorp og veitur,15
2019-07,Erlent ríkisfang,Sorp og veitur,16
2019-08,Erlent ríkisfang,Sorp og veitur,16
2019-09,Erlent ríkisfang,Sorp og veitur,14
2019-10,Erlent ríkisfang,Sorp og veitur,16
2019-11,Erlent ríkisfang,Sorp og veitur,19
2019-12,Erlent ríkisfang,Sorp og veitur,17
2020-01,Erlent ríkisfang,Sorp og veitur,17
2020-02,Erlent ríkisfang,Sorp og veitur,16
2020-03,Erlent ríkisfang,Sorp og veitur,19
2020-04,Erlent ríkisfang,Sorp og veitur,57
2020-05,Erlent ríkisfang,Sorp og veitur,25
2020-06,Erlent ríkisfang,Sorp og veitur,26
2020-07,Erlent ríkisfang,Sorp og veitur,22
2020-08,Erlent ríkisfang,Sorp og veitur,20
2020-09,Erlent ríkisfang,Sorp og veitur,23
2020-10,Erlent ríkisfang,Sorp og veitur,21
2020-11,Erlent ríkisfang,Sorp og veitur,24
2020-12,Erlent ríkisfang,Sorp og veitur,23
2021-01,Erlent ríkisfang,Sorp og veitur,23
2021-02,Erlent ríkisfang,Sorp og veitur,26
2021-03,Erlent ríkisfang,Sorp og veitur,25
2021-04,Erlent ríkisfang,Sorp og veitur,28
2021-05,Erlent ríkisfang,Sorp og veitur,25
2021-06,Erlent ríkisfang,Sorp og veitur,22
2021-07,Erlent ríkisfang,Sorp og veitur,17
2021-08,Erlent ríkisfang,Sorp og veitur,21
2021-09,Erlent ríkisfang,Sorp og veitur,20
2021-10,Erlent ríkisfang,Sorp og veitur,20
2021-11,Erlent ríkisfang,Sorp og veitur,22
2021-12,Erlent ríkisfang,Sorp og veitur,22
2022-01,Erlent ríkisfang,Sorp og veitur,23
2022-02,Erlent ríkisfang,Sorp og veitur,25
2022-03,Erlent ríkisfang,Sorp og veitur,25
2022-04,Erlent ríkisfang,Sorp og veitur,20
2022-05,Erlent ríkisfang,Sorp og veitur,18
2022-06,Erlent ríkisfang,Sorp og veitur,21
2022-07,Erlent ríkisfang,Sorp og veitur,26
2022-08,Erlent ríkisfang,Sorp og veitur,24
2022-09,Erlent ríkisfang,Sorp og veitur,24
2022-10,Erlent ríkisfang,Sorp og veitur,24
2022-11,Erlent ríkisfang,Sorp og veitur,27
2022-12,Erlent ríkisfang,Sorp og veitur,28
2023-01,Erlent ríkisfang,Sorp og veitur,31
2023-02,Erlent ríkisfang,Sorp og veitur,26
2023-03,Erlent ríkisfang,Sorp og veitur,25
2023-04,Erlent ríkisfang,Sorp og veitur,23
2023-05,Erlent ríkisfang,Sorp og veitur,26
2023-06,Erlent ríkisfang,Sorp og veitur,23
2023-07,Erlent ríkisfang,Sorp og veitur,24
2023-08,Erlent ríkisfang,Sorp og veitur,23
2023-09,Erlent ríkisfang,Sorp og veitur,19
2023-10,Erlent ríkisfang,Sorp og veitur,18
2023-11,Erlent ríkisfang,Sorp og veitur,17
2023-12,Erlent ríkisfang,Sorp og veitur,19
2024-01,Erlent ríkisfang,Sorp og veitur,24
2024-02,Erlent ríkisfang,Sorp og veitur,27
2024-03,Erlent ríkisfang,Sorp og veitur,23
2024-04,Erlent ríkisfang,Sorp og veitur,24
2024-05,Erlent ríkisfang,Sorp og veitur,20
2024-06,Erlent ríkisfang,Sorp og veitur,19
2024-07,Erlent ríkisfang,Sorp og veitur,24
2024-08,Erlent ríkisfang,Sorp og veitur,25
2024-09,Erlent ríkisfang,Sorp og veitur,34
2024-10,Erlent ríkisfang,Sorp og veitur,31
2024-11,Erlent ríkisfang,Sorp og veitur,31
2024-12,Erlent ríkisfang,Sorp og veitur,30
2025-01,Erlent ríkisfang,Sorp og veitur,39
2025-02,Erlent ríkisfang,Sorp og veitur,32
2025-03,Erlent ríkisfang,Sorp og veitur,35
2025-04,Erlent ríkisfang,Sorp og veitur,30
2025-05,Erlent ríkisfang,Sorp og veitur,37
2025-06,Erlent ríkisfang,Sorp og veitur,33
2025-07,Erlent ríkisfang,Sorp og veitur,34
2025-08,Erlent ríkisfang,Sorp og veitur,33
2025-09,Erlent ríkisfang,Sorp og veitur,33
2025-10,Erlent ríkisfang,Sorp og veitur,32
2025-11,Erlent ríkisfang,Sorp og veitur,32
2025-12,Erlent ríkisfang,Sorp og veitur,33
2026-01,Erlent ríkisfang,Sorp og veitur,38
2026-02,Erlent ríkisfang,Sorp og veitur,39
2026-03,Erlent ríkisfang,Sorp og veitur,42
2000-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,4
2000-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,3
2000-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,2
2000-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,2
2000-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,1
2000-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,1
2000-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,2
2000-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,1
2000-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,1
2000-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,6
2001-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,3
2001-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,2
2001-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2001-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2001-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,2
2001-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,3
2001-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,3
2001-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,2
2001-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,3
2001-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,8
2001-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2001-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,9
2002-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,17
2002-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,14
2002-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,18
2002-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,20
2002-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,21
2002-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,19
2002-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,18
2002-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,14
2002-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,12
2002-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,13
2002-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,15
2002-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,21
2003-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,21
2003-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,28
2003-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,21
2003-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,13
2003-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,13
2003-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,12
2003-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,9
2003-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,9
2003-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,11
2003-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,13
2003-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,16
2003-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,16
2004-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,21
2004-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,17
2004-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,17
2004-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,14
2004-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,11
2004-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,10
2004-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,8
2004-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2004-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,4
2004-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,8
2004-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,9
2004-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,13
2005-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,11
2005-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,11
2005-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2005-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2005-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,3
2005-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,3
2005-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,4
2005-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2005-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2005-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,3
2005-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2005-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2006-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,9
2006-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,8
2006-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2006-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2006-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2006-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,8
2006-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2006-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,6
2006-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,6
2006-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,4
2006-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,4
2006-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,14
2007-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,12
2007-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,10
2007-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2007-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2007-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,6
2007-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2007-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,5
2007-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2007-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,7
2007-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,11
2007-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,16
2007-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,18
2008-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,26
2008-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,32
2008-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,50
2008-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,48
2008-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,35
2008-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,33
2008-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,40
2008-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,52
2008-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,70
2008-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,169
2008-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,375
2008-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,533
2009-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,690
2009-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,779
2009-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,872
2009-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,863
2009-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,821
2009-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,716
2009-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,625
2009-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,612
2009-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,641
2009-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,648
2009-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,659
2009-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,626
2010-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,736
2010-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,783
2010-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,751
2010-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,702
2010-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,657
2010-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,581
2010-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,555
2010-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,526
2010-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,529
2010-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,544
2010-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,552
2010-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,510
2011-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,544
2011-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,548
2011-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,540
2011-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,486
2011-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,472
2011-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,418
2011-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,385
2011-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,375
2011-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,365
2011-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,380
2011-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,406
2011-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,397
2012-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,420
2012-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,421
2012-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,393
2012-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,338
2012-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,270
2012-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,236
2012-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,203
2012-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,223
2012-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,212
2012-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,192
2012-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,208
2012-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,203
2013-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,169
2013-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,165
2013-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,158
2013-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,135
2013-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,116
2013-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,101
2013-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,89
2013-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,82
2013-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,78
2013-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,86
2013-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,92
2013-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,105
2014-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,131
2014-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,128
2014-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,119
2014-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,101
2014-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,87
2014-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,73
2014-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,72
2014-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,70
2014-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,58
2014-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,72
2014-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,81
2014-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,96
2015-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,103
2015-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,104
2015-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,97
2015-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,83
2015-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,69
2015-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,59
2015-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,57
2015-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,59
2015-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,61
2015-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,75
2015-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,80
2015-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,98
2016-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,104
2016-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,110
2016-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,94
2016-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,86
2016-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,68
2016-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,60
2016-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,60
2016-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,54
2016-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,61
2016-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,63
2016-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,73
2016-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,80
2017-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,89
2017-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,90
2017-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,93
2017-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,87
2017-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,81
2017-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,75
2017-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,82
2017-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,81
2017-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,86
2017-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,94
2017-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,127
2017-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,133
2018-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,141
2018-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,145
2018-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,148
2018-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,137
2018-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,136
2018-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,141
2018-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,150
2018-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,142
2018-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,131
2018-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,150
2018-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,172
2018-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,183
2019-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,205
2019-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,237
2019-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,249
2019-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,268
2019-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,284
2019-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,290
2019-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,282
2019-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,286
2019-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,292
2019-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,325
2019-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,401
2019-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,460
2020-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,545
2020-02,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,580
2020-03,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,656
2020-04,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,1091
2020-05,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,932
2020-06,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,803
2020-07,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,707
2020-08,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,702
2020-09,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,716
2020-10,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,755
2020-11,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,777
2020-12,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,810
2021-01,Erlent ríkisfang,Byggingastarfsemi og mannvirkjagerð,843
